,Loss,Train Acc,Val Acc
0,0.5519511873932972,70.5647201480894,69.58583073416156
1,0.5344960785609135,73.01349564971237,72.4800423033937
2,0.5136698327366559,75.17491494769278,74.87525211265701
3,0.5477643999113314,73.06971764457279,74.40120000325277
4,0.49174604291233165,76.13693406020684,76.64670921371369
5,0.49183427816120046,76.76162179263457,76.17265728704943
6,0.4832247533406811,76.78660915780819,76.69660926864533
7,0.49465803786374996,76.21189652747479,76.47205805064675
8,0.4759035375209405,76.89905291876157,77.02096064219218
9,0.4765103316378558,77.62993769381178,77.04591052118175
10,0.47499031867312524,77.62369062661053,78.093815101121
11,0.47292850712786194,77.5237405253672,77.59481311272718
12,0.46718886691233563,77.79860312649156,78.19361541656677
13,0.4868447288893152,77.09270609980044,76.14770717963486
14,0.4648834150815117,77.87356569670487,77.54491280652806
15,0.4452972867298519,78.81059729534647,78.86726813402005
16,0.447927038999333,78.5982033302044,78.01896448192483
17,0.45451615978663473,78.63568476115032,77.49501243180144
18,0.44771938716275045,79.110447278802,78.51796640179114
19,0.4449251665883157,78.87931287842711,78.56786684504526
