,Loss,Train Acc,Val Acc
0,0.5290642221576519,73.88393103319501,73.84810650537885
1,0.4904070991860141,77.02959905541132,77.04475547396947
2,0.49391118437051773,77.27761495491815,76.60935004552205
3,0.48054129506150883,76.97586227030982,77.17703086610824
4,0.46574006054461714,78.07539940637255,77.59590206448993
5,0.4753231126075936,78.63756864600711,78.03681912497869
6,0.4450475055473073,79.38988352768006,79.0509283883231
7,0.4414667678213427,79.4270860259495,79.58554043845525
8,0.44388741350895355,79.43535310881478,79.20524952903627
9,0.4386256984250236,79.65443382187495,79.16666919466049
10,0.4373949616186557,79.8528465108266,79.85560214330279
11,0.42742815327697564,79.9975223749403,79.6075864216638
12,0.4234500552364995,80.22487037711673,79.93276259255788
13,0.41860999707280405,80.97305149123783,80.45084024610973
14,0.416075222205282,80.60516139060732,80.20282455474612
15,0.4160412641885203,80.45635183841463,80.43430580411639
16,0.4112041277426576,81.02265466016436,80.75948244427877
17,0.42609509234760135,79.94791936306726,80.37367990281847
18,0.4067338247532173,81.17559779447222,81.09017002014886
19,0.4040421743448528,80.84077642834376,80.92482619815402
