,Train Acc,Val Acc
0,64.65625,56.1875
1,73.609375,75.3125
2,70.375,66.25
3,74.9375,76.8125
4,76.265625,78.875
5,77.171875,77.3125
6,76.65625,77.375
7,75.21875,78.375
8,77.625,78.125
9,74.109375,70.5625
