,Loss,Train Acc,Val Acc
0,0.5249756528623402,73.140625,70.75
1,0.6239699176512659,70.3125,64.0
2,0.513165044002235,75.953125,76.8125
3,0.4700847063213587,78.65625,75.0625
4,0.4074348527751863,81.78125,76.5
5,0.35874263433739545,85.46875,75.875
6,0.34167739246040585,85.875,75.625
7,0.30925745646469294,86.8125,74.875
8,0.2328046618960798,91.078125,74.375
9,0.217672032257542,91.625,73.625
