,Train Acc,Val Acc
0,59.5625,52.625
1,65.0625,56.6875
2,65.0625,56.6875
3,74.71875,76.875
4,75.703125,75.1875
5,76.21875,76.8125
6,76.234375,74.8125
7,76.390625,77.9375
8,76.265625,77.125
9,76.953125,76.8125
